   0.00000000000000e+00   1.11439999834219e+03
   1.00000000000000e+00   1.05497088936107e+03
   2.00000000000000e+00   4.99013420436730e+02
   3.00000000000000e+00   2.19702949754605e+02
   4.00000000000000e+00   2.14653394903115e+01
   5.00000000000000e+00   4.58115868397200e+00
   6.00000000000000e+00   1.06960988775464e+00
   7.00000000000000e+00   3.12706808840724e-01
   8.00000000000000e+00   1.93651308645046e-01
   9.00000000000000e+00   1.91448255533146e-01
   1.00000000000000e+01   1.31682490263576e-01
   1.10000000000000e+01   1.04275885781138e-01
   1.20000000000000e+01   8.05905096861697e-02
   1.30000000000000e+01   7.08835757682172e-02
   1.40000000000000e+01   6.44401908154205e-02
   1.50000000000000e+01   6.36172170271916e-02
   1.60000000000000e+01   6.23123738922251e-02
   1.70000000000000e+01   6.09872131183379e-02
   1.80000000000000e+01   6.07679176008517e-02
   1.90000000000000e+01   6.05776375377636e-02
   2.00000000000000e+01   5.98612656524613e-02
   2.10000000000000e+01   5.81659208689123e-02
   2.20000000000000e+01   5.79551711078121e-02
   2.30000000000000e+01   5.69714104780922e-02
   2.40000000000000e+01   5.66338884432471e-02
   2.50000000000000e+01   5.58778986155084e-02
   2.60000000000000e+01   5.51637933364452e-02
   2.70000000000000e+01   5.50298815615906e-02
   2.80000000000000e+01   5.34702592476579e-02
   2.90000000000000e+01   5.23969147326923e-02
   3.00000000000000e+01   5.11419762832441e-02
   3.10000000000000e+01   5.10796058789261e-02
   3.20000000000000e+01   5.07585315219803e-02
   3.30000000000000e+01   5.04594022958920e-02
   3.40000000000000e+01   4.96852042404894e-02
   3.50000000000000e+01   4.94264328579768e-02
   3.60000000000000e+01   4.91960720441400e-02
   3.70000000000000e+01   4.91826187093879e-02
   3.80000000000000e+01   4.91660390000227e-02
   3.90000000000000e+01   4.90204020215847e-02
   4.00000000000000e+01   4.82329315699993e-02
   4.10000000000000e+01   4.77676609338671e-02
   4.20000000000000e+01   4.76257586812851e-02
   4.30000000000000e+01   4.74538239269761e-02
   4.40000000000000e+01   4.71857066958936e-02
   4.50000000000000e+01   4.68457695384282e-02
   4.60000000000000e+01   4.62568874792090e-02
   4.70000000000000e+01   4.61141179764773e-02
   4.80000000000000e+01   4.59295954670089e-02
   4.90000000000000e+01   4.54182719173340e-02
   5.00000000000000e+01   4.52901602269076e-02
   5.10000000000000e+01   4.52385647913268e-02
   5.20000000000000e+01   4.49689644923504e-02
   5.30000000000000e+01   4.47812225177707e-02
   5.40000000000000e+01   4.46797828143883e-02
   5.50000000000000e+01   4.45732581528845e-02
   5.60000000000000e+01   4.45199059020899e-02
   5.70000000000000e+01   4.44764396215509e-02
   5.80000000000000e+01   4.44647538674262e-02
